Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,prereg_experience,dev_experience,dev_reputation_1,report_experience,report_reputation_1,report_reputation_2,prereg_barriers_1,prereg_barriers_2,prereg_barriers_3,report_consequences_1,report_consequences_2,report_consequences_3,assessed_cr_tr_a_1,assessed_cr_tr_a_2,cr_factors_a,tr_factors_a,assessed_cr_tr_b_1,assessed_cr_tr_b_2,cr_factors_b,tr_factors_b,assessed_cr_tr_c_1,assessed_cr_tr_c_2,cr_factors_c,tr_factors_c,fishy_c,assessed_cr_tr_d_1,assessed_cr_tr_d_2,cr_factors_d,tr_factors_d,fishy_d,practices_perception_1,practices_perception_2,practices_perception_3,requirement,guidance,norms,training,research_area,phd_defense,phd_defense_2_TEXT,country,scenario_version
100,36463,True,2024-03-20 16:39:19,R_5Po5n5Pe1NzZ2b0,email,EN,Yes,Yes,Yes,I rather don't agree,Yes,I rather agree,NA,NA,NA,NA,the same / equally,less,less,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,27,"sample size,statistical methods,study design,wording of the text,hypotheses,information about preregistration,information about deviations from the original plan","statistical methods,wording of the text,hypotheses,information about deviations from the original plan,other:",I was indifferent about it,84,60,40,"my PI or collaborators.,the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.",my PI or collaborators.,I rather don't agree,Yes,Clinical Medicine,I haven't had a PhD defense,-99,Malawi,D
100,7908,True,2024-03-20 17:14:16,R_4ob7QCzeJkTr5mx,email,EN,Yes,Yes,Yes,I don't agree,No,NA,I agree,NA,NA,NA,the same / equally,more,more,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,30,"sample size,study design,information about deviations from the original plan","wording of the text,information about deviations from the original plan",I thought it was fishy,60,30,10,my PI or collaborators.,none,I don't agree,No,Other:,I haven't had a PhD defense,-99,India,D
98,280,False,2024-03-20 18:19:36,R_2WHlqjtp3wf4YaG,email,EN,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,less,less,less,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,90,"sample size,statistical methods",statistical methods,I was indifferent about it,40,20,20,my PI or collaborators.,my PI or collaborators.,I agree,No,Social Sciences,Year of my PhD defense:,2009,United States,D
100,790,True,2024-03-20 18:19:57,R_1g1mgePwBGnVXQf,email,EN,Yes,No,NA,NA,NA,NA,NA,I rather don't agree,I rather don't agree,I rather agree,the same / equally,the same / equally,the same / equally,50,50,"statistical methods,wording of the text","statistical methods,wording of the text",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,51,0,the funder of my research project.,my PI or collaborators.,I don't agree,No,Other:,Year of my PhD defense:,2009,Argentina,A
98,596,False,2024-03-20 18:41:22,R_4w7fadNntDsyw8i,email,EN,Yes,Yes,Yes,I don't agree,Yes,I agree,NA,NA,NA,NA,the same / equally,the same / equally,more,60,60,"sample size,statistical methods,study design,wording of the text","information about preregistration,other:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,70,11,else:,none,I rather agree,Yes,Psychiatry / Psychology,Year of my PhD defense:,2022,Singapore,A
98,364,False,2024-03-20 18:44:36,R_2noXHvrJODCjfYk,email,EN,Yes,No,NA,NA,NA,NA,NA,I don't know,I don't agree,I agree,more,more,more,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,80,information about deviations from the original plan,"wording of the text,information about deviations from the original plan",I thought it was a good decision,86,3,71,my PI or collaborators.,my PI or collaborators.,I don't agree,No,Clinical Medicine,Year of my PhD defense:,2016,Brazil,D
98,2081,False,2024-03-20 18:55:00,R_4dybrSowBknZkiT,email,EN,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,less,more,more,NA,NA,NA,NA,NA,NA,NA,NA,44,46,"sample size,statistical methods,study design,wording of the text,information about preregistration,information about deviations from the original plan","information about preregistration,other:",I thought it was a good decision,NA,NA,NA,NA,NA,28,8,48,my PI or collaborators.,my PI or collaborators.,I agree,Yes,Other:,Year of my PhD defense:,2019,Itay,C
98,660,False,2024-03-20 19:01:05,R_8QbDGhBRvqpJZPE,email,EN,Yes,No,NA,NA,NA,NA,NA,I agree,I don't agree,I don't agree,the same / equally,the same / equally,the same / equally,NA,NA,NA,NA,NA,NA,NA,NA,64,60,"sample size,statistical methods,study design",information about deviations from the original plan,I thought it was a good decision,NA,NA,NA,NA,NA,100,80,0,the funder of my research project.,my PI or collaborators.,I don't agree,No,Other:,Year of my PhD defense:,2015,Hungary,C
100,1210,True,2024-03-20 19:02:27,R_5zYYRPeOxK5bLVF,email,EN,Yes,No,NA,NA,NA,NA,NA,I rather don't agree,I rather don't agree,I rather agree,less,more,less,NA,NA,NA,NA,NA,NA,NA,NA,80,80,"study design,information about deviations from the original plan","study design,wording of the text,information about deviations from the original plan",I thought it was a good decision,NA,NA,NA,NA,NA,71,40,10,"my PI or collaborators.,the funder of my research project.,else:",none,I rather don't agree,No,Clinical Medicine,Year of my PhD defense:,2010,Brazil,C
100,250,True,2024-03-20 19:07:27,R_5UaUIRl998dRSnL,email,EN,Yes,No,NA,NA,NA,NA,NA,I don't know,I agree,I agree,less,less,more,NA,NA,NA,NA,46,45,"sample size,statistical methods,study design,wording of the text,information about deviations from the original plan","wording of the text,information about deviations from the original plan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,29,35,"my PI or collaborators.,the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.",none,I rather agree,I don't know,Multidisciplinary,Year of my PhD defense:,2018,United States,B
98,333,False,2024-03-20 19:20:25,R_7DF76PKaIvNkISJ,email,EN,Yes,Yes,Yes,I rather agree,Yes,I agree,NA,NA,NA,NA,the same / equally,the same / equally,the same / equally,82,82,"statistical methods,study design,wording of the text","statistical methods,study design,information about deviations from the original plan,other:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,72,29,none,"my PI or collaborators.,the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.",I agree,I don't know,Social Sciences,Year of my PhD defense:,2013,United States,A
100,422,True,2024-03-20 19:23:37,R_2G98dHA0bVKE7Qe,email,EN,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,the same / equally,the same / equally,more,90,60,"statistical methods,study design,wording of the text,hypotheses","information about preregistration,information about deviations from the original plan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,20,15,my PI or collaborators.,"the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.",I don't agree,No,Clinical Medicine,Year of my PhD defense:,2015,Italy,A
98,1436,False,2024-03-20 20:32:04,R_1cjAEn4X2zs00O5,email,EN,Yes,Yes,Yes,I don't agree,Yes,I agree,NA,NA,NA,NA,more,more,more,NA,NA,NA,NA,91,50,"sample size,statistical methods,study design,wording of the text,information about preregistration",information about preregistration,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,49,71,"my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.",my PI or collaborators.,I agree,Yes,Psychiatry / Psychology,Year of my PhD defense:,1993,USA,B
100,948,True,2024-03-20 20:39:45,R_2HiEhAT3WKNMsJK,email,EN,Yes,Yes,Yes,I don't agree,Yes,I agree,NA,NA,NA,NA,the same / equally,more,more,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,58,"research field,sample size,statistical methods,study design","study design,wording of the text,information about preregistration,information about deviations from the original plan",I thought it was fishy,90,55,12,"my PI or collaborators.,the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.,else:",none,I agree,I don't know,Other:,Year of my PhD defense:,2023,the Netherlands,D
100,462,True,2024-03-20 20:41:23,R_5EOSghXc4QIoAH7,email,EN,Yes,Yes,Yes,I don't agree,Yes,I rather don't agree,NA,NA,NA,NA,the same / equally,the same / equally,the same / equally,NA,NA,NA,NA,100,50,"sample size,study design,hypotheses",other:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,50,5,else:,else:,I rather agree,I don't know,Other:,Year of my PhD defense:,1984,Denmark,B
100,530,True,2024-03-20 20:45:26,R_5YtgxDt92NrU8k0,email,EN,Yes,No,NA,NA,NA,NA,NA,I rather don't agree,I rather agree,I agree,the same / equally,more,more,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,61,67,"sample size,statistical methods,study design,wording of the text,information about preregistration,information about deviations from the original plan","study design,wording of the text,information about preregistration,information about deviations from the original plan",I thought it was fishy,63,91,66,"the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.","the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.",I rather don't agree,No,Psychiatry / Psychology,Year of my PhD defense:,2016,Spain,D
98,589,False,2024-03-20 20:49:00,R_42xOfxaoYHwTj3k,email,EN,Yes,Yes,I don't know,NA,NA,NA,NA,NA,NA,NA,the same / equally,less,the same / equally,NA,NA,NA,NA,NA,NA,NA,NA,75,75,"study design,hypotheses,information about preregistration,information about deviations from the original plan","information about preregistration,other:",I thought it was fishy,NA,NA,NA,NA,NA,85,25,32,none,"my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.",I agree,No,Clinical Medicine,Year of my PhD defense:,2024,Netherlands EMC,C
100,86345,True,2024-03-20 21:30:48,R_47kYIm6OifXZcEV,email,EN,Yes,No,NA,NA,NA,NA,NA,I agree,I agree,I don't agree,less,more,more,NA,NA,NA,NA,NA,NA,NA,NA,80,70,"sample size,statistical methods,study design,wording of the text,hypotheses,information about preregistration,information about deviations from the original plan,other:","sample size,statistical methods,study design,wording of the text,hypotheses,information about deviations from the original plan",I thought it was a good decision,NA,NA,NA,NA,NA,90,10,30,none,none,I don't know,No,Clinical Medicine,Year of my PhD defense:,2005,Australia,C
100,315,True,2024-03-20 22:02:50,R_2dZOigpjvTIewSZ,email,EN,Yes,No,NA,NA,NA,NA,NA,I don't know,I don't know,I don't know,the same / equally,the same / equally,the same / equally,90,90,"sample size,statistical methods,study design,hypotheses","sample size,statistical methods,wording of the text,hypotheses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,60,40,none,none,I don't know,I don't know,Other:,Year of my PhD defense:,2020,United States,A
98,674,False,2024-03-20 23:08:26,R_73rNWmtNy3Sfn7x,email,EN,Yes,No,NA,NA,NA,NA,NA,I rather don't agree,I rather don't agree,I agree,the same / equally,less,more,91,91,"statistical methods,study design,wording of the text,hypotheses","statistical methods,study design,hypotheses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,20,30,"the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.",the journal where I would like to submit my paper/I have submitted my paper.,I rather don't agree,No,Clinical Medicine,I haven't had a PhD defense,-99,Colombia,A
100,523,True,2024-03-20 23:11:40,R_8BWQwhwCbk27Jmk,email,EN,Yes,Yes,Yes,I rather agree,Yes,I agree,NA,NA,NA,NA,the same / equally,the same / equally,the same / equally,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,92,"sample size,wording of the text,information about deviations from the original plan",information about deviations from the original plan,I was indifferent about it,73,50,26,none,none,I don't agree,No,Psychiatry / Psychology,Year of my PhD defense:,2015,Sweden,D
100,408,True,2024-03-20 23:12:56,R_5DXoX9uzbwqF6fL,email,EN,Yes,No,NA,NA,NA,NA,NA,I don't agree,I don't agree,I agree,more,more,more,80,80,"sample size,statistical methods,wording of the text,information about deviations from the original plan","sample size,statistical methods,wording of the text,information about preregistration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,10,75,none,none,I agree,I don't know,Clinical Medicine,I haven't had a PhD defense,-99,United States,A
100,820,True,2024-03-20 23:36:53,R_4pgsDtMj7kthwhq,email,EN,Yes,Yes,Yes,I rather don't agree,Yes,I agree,NA,NA,NA,NA,more,more,more,NA,NA,NA,NA,80,85,"sample size,study design,wording of the text,information about deviations from the original plan,other:","sample size,study design,information about preregistration,information about deviations from the original plan,other:",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,85,51,21,"my PI or collaborators.,the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.","my PI or collaborators.,the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.",I rather agree,No,Clinical Medicine,I haven't had a PhD defense,-99,Australia,B
98,419,False,2024-03-20 23:52:34,R_284djiiW1hVvDpv,email,EN,Yes,No,NA,NA,NA,NA,NA,I rather agree,I don't know,I agree,less,less,more,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,89,"sample size,statistical methods,hypotheses,information about deviations from the original plan","statistical methods,information about preregistration,information about deviations from the original plan",I thought it was a good decision,95,86,18,my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.,I don't know,No,Other:,Year of my PhD defense:,2008,UK,D
100,115008,True,2024-03-21 01:20:21,R_7kMl7xlCExhjPz9,email,EN,Yes,Yes,Yes,I don't agree,Yes,I rather agree,NA,NA,NA,NA,the same / equally,the same / equally,more,49,50,"research field,sample size,statistical methods,study design,wording of the text,hypotheses,information about preregistration,information about deviations from the original plan,other:",other:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,40,40,"the journal where I would like to submit my paper/I have submitted my paper.,else:",else:,I don't agree,No,Clinical Medicine,Year of my PhD defense:,2004,Canada,A
100,463,True,2024-03-21 01:49:45,R_7lGo5orz8DAL1dt,email,EN,Yes,Yes,Yes,I rather don't agree,Yes,I rather agree,NA,NA,NA,NA,the same / equally,more,more,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,62,"sample size,statistical methods,study design,wording of the text,hypotheses",statistical methods,I didn't notice it,62,30,36,the journal where I would like to submit my paper/I have submitted my paper.,none,I rather don't agree,No,Multidisciplinary,Year of my PhD defense:,2021,United States,D
100,33727,True,2024-03-21 02:02:48,R_3dQUNMLpDO6dCXM,email,EN,Yes,No,NA,NA,NA,NA,NA,I rather agree,I rather don't agree,I rather agree,the same / equally,more,more,NA,NA,NA,NA,90,90,"sample size,statistical methods,study design,wording of the text,hypotheses,information about preregistration","sample size,statistical methods,study design,wording of the text,hypotheses,information about preregistration,information about deviations from the original plan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,0,10,none,none,I don't agree,No,Psychiatry / Psychology,Year of my PhD defense:,2016,USA,B
100,812,True,2024-03-21 02:26:19,R_4FDLfG1eYZ24Sfv,email,EN,Yes,Yes,Yes,I don't agree,Yes,I agree,NA,NA,NA,NA,the same / equally,the same / equally,less,NA,NA,NA,NA,NA,NA,NA,NA,61,80,"sample size,wording of the text,other:","study design,wording of the text",I was indifferent about it,NA,NA,NA,NA,NA,90,50,30,"my PI or collaborators.,else:","my PI or collaborators.,else:",I don't agree,Yes,Psychiatry / Psychology,Year of my PhD defense:,2007,Prefer not to answer,C
100,319,True,2024-03-21 02:33:40,R_2FM63UsDwPnhMds,email,EN,Yes,Yes,Yes,I rather don't agree,No,NA,I don't know,NA,NA,NA,the same / equally,more,more,NA,NA,NA,NA,62,67,"research field,statistical methods,study design,wording of the text","research field,statistical methods,study design,wording of the text",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,34,19,"my PI or collaborators.,the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.","my PI or collaborators.,the funder of my research project.",I agree,No,Social Sciences,Year of my PhD defense:,2013,Canada,B
98,382,False,2024-03-21 05:45:54,R_4941LmG1BRyo9od,email,EN,Yes,Yes,Yes,I agree,Yes,I agree,NA,NA,NA,NA,the same / equally,less,less,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,77,"statistical methods,study design,hypotheses,information about preregistration,information about deviations from the original plan","statistical methods,study design,information about preregistration,information about deviations from the original plan",I thought it was a good decision,85,48,58,the journal where I would like to submit my paper/I have submitted my paper.,the journal where I would like to submit my paper/I have submitted my paper.,I don't agree,Yes,Clinical Medicine,I haven't had a PhD defense,-99,China,D
98,554,False,2024-03-21 06:48:58,R_4anZFkJYYvgH9PX,email,EN,Yes,Yes,Yes,I don't agree,Yes,I agree,NA,NA,NA,NA,the same / equally,less,more,NA,NA,NA,NA,75,75,"sample size,statistical methods,wording of the text,information about preregistration","statistical methods,wording of the text,information about preregistration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,60,50,my PI or collaborators.,my PI or collaborators.,I don't know,I don't know,Psychiatry / Psychology,I haven't had a PhD defense,-99,Australia,B
100,99871,True,2024-03-21 07:29:12,R_41jYetDYofzpwzs,email,EN,Yes,No,NA,NA,NA,NA,NA,I rather agree,I don't know,I don't know,the same / equally,the same / equally,the same / equally,41,30,"research field,hypotheses","sample size,statistical methods,study design,wording of the text",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,52,39,none,none,I don't know,I don't know,Multidisciplinary,Year of my PhD defense:,2012,-99,A
100,974,True,2024-03-21 07:35:52,R_2PKPl7god7L6bFy,email,EN,Yes,Yes,Yes,I don't agree,Yes,I agree,NA,NA,NA,NA,more,more,more,NA,NA,NA,NA,NA,NA,NA,NA,81,81,"research field,sample size,statistical methods,study design,wording of the text,hypotheses,information about preregistration,information about deviations from the original plan","research field,sample size,statistical methods,study design,wording of the text,hypotheses,information about preregistration,information about deviations from the original plan",I was indifferent about it,NA,NA,NA,NA,NA,81,62,80,"my PI or collaborators.,the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.","my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.",I agree,Yes,Psychiatry / Psychology,Year of my PhD defense:,2013,Belgium,C
100,457,True,2024-03-21 08:01:54,R_4G6Zbni9L1x5YpJ,email,EN,Yes,Yes,Yes,I rather don't agree,Yes,I agree,NA,NA,NA,NA,the same / equally,more,more,NA,NA,NA,NA,81,81,"sample size,statistical methods,study design,wording of the text,information about preregistration","sample size,statistical methods,study design,wording of the text,information about preregistration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,10,20,none,none,I rather agree,No,Clinical Medicine,Year of my PhD defense:,2022,Canada,B
100,407,True,2024-03-21 08:25:15,R_1D8MNFIdjxbMcJE,email,EN,Yes,Yes,Yes,I rather agree,No,NA,I rather agree,NA,NA,NA,the same / equally,the same / equally,the same / equally,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,51,"research field,sample size,statistical methods,study design,information about deviations from the original plan","research field,sample size,statistical methods,study design,wording of the text,information about deviations from the original plan",I was indifferent about it,49,51,55,my PI or collaborators.,my PI or collaborators.,I rather agree,Yes,Clinical Medicine,I haven't had a PhD defense,-99,IRAN,D
100,394,True,2024-03-21 09:42:08,R_4OwTD13Z20zpnTS,email,EN,Yes,Yes,Yes,I don't agree,Yes,I agree,NA,NA,NA,NA,less,more,more,NA,NA,NA,NA,NA,NA,NA,NA,100,100,"sample size,statistical methods,study design,hypotheses,information about preregistration,information about deviations from the original plan","sample size,statistical methods,study design,wording of the text,hypotheses,information about preregistration,information about deviations from the original plan",I thought it was a good decision,NA,NA,NA,NA,NA,71,30,50,the journal where I would like to submit my paper/I have submitted my paper.,my PI or collaborators.,I rather agree,Yes,Psychiatry / Psychology,Year of my PhD defense:,2004,switzerland,C
100,3234,True,2024-03-21 10:24:31,R_2rT7DQJ9hyFSh3n,email,EN,Yes,No,NA,NA,NA,NA,NA,I don't know,I agree,I agree,the same / equally,more,more,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,80,"research field,statistical methods,information about preregistration,information about deviations from the original plan","sample size,statistical methods,study design,hypotheses,information about preregistration,information about deviations from the original plan",I didn't notice it,60,40,80,"my PI or collaborators.,the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.",my PI or collaborators.,I don't know,No,Multidisciplinary,I haven't had a PhD defense,-99,Tunisia,D
100,90160,True,2024-03-21 10:26:45,R_2RP8mSsbSBo6uaz,email,EN,Yes,No,NA,NA,NA,NA,NA,I don't agree,I don't agree,I don't know,the same / equally,more,more,50,50,"research field,sample size,statistical methods,study design,wording of the text","research field,statistical methods,wording of the text",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,50,50,none,none,I don't agree,No,Clinical Medicine,Year of my PhD defense:,2020,Netherlands,A
100,137314,True,2024-03-21 11:08:39,R_8lB8bilAFslLJrI,email,EN,Yes,Yes,Yes,I rather don't agree,Yes,I rather agree,NA,NA,NA,NA,more,less,less,NA,NA,NA,NA,70,70,"sample size,statistical methods,study design,wording of the text,information about preregistration,information about deviations from the original plan","sample size,statistical methods,study design,wording of the text,information about preregistration,information about deviations from the original plan",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,92,61,48,"my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.,else:",none,I rather don't agree,Yes,Psychiatry / Psychology,Year of my PhD defense:,2018,switzerland,B
100,474,True,2024-03-21 11:48:51,R_2YER6VWUAGSIFBD,email,EN,Yes,Yes,Yes,I don't agree,Yes,I rather agree,NA,NA,NA,NA,the same / equally,less,more,91,90,"statistical methods,study design,wording of the text","statistical methods,study design,wording of the text",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,68,25,9,my PI or collaborators.,"the funder of my research project.,the journal where I would like to submit my paper/I have submitted my paper.",I don't agree,Yes,Clinical Medicine,Year of my PhD defense:,2017,Canada,A
100,434,True,2024-03-21 12:12:28,R_5oO91ZUY149AxIG,email,EN,Yes,No,NA,NA,NA,NA,NA,I don't agree,I don't agree,I agree,more,less,more,NA,NA,NA,NA,NA,NA,NA,NA,70,80,"sample size,statistical methods,study design,wording of the text,information about preregistration,information about deviations from the original plan","information about preregistration,information about deviations from the original plan",I was indifferent about it,NA,NA,NA,NA,NA,70,40,100,the journal where I would like to submit my paper/I have submitted my paper.,the journal where I would like to submit my paper/I have submitted my paper.,I don't know,Yes,Other:,Year of my PhD defense:,1979,USA,C
98,574,False,2024-03-21 12:31:13,R_27ljc8iimNReNmF,email,EN,Yes,Yes,Yes,I don't agree,Yes,I agree,NA,NA,NA,NA,the same / equally,more,more,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,80,"sample size,statistical methods,study design","sample size,statistical methods,study design",I didn't notice it,90,75,50,none,my PI or collaborators.,I rather agree,Yes,Psychiatry / Psychology,Year of my PhD defense:,2016,UK,D
100,793,True,2024-03-21 13:07:19,R_7LCBrEO90WBpAP5,email,EN,Yes,Yes,Yes,I rather don't agree,No,NA,I rather don't agree,NA,NA,NA,the same / equally,the same / equally,the same / equally,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80,80,"sample size,statistical methods,study design,wording of the text,hypotheses,information about preregistration,information about deviations from the original plan","sample size,statistical methods,study design,wording of the text,hypotheses,information about preregistration,information about deviations from the original plan",I was indifferent about it,80,50,50,none,none,I rather agree,Yes,Psychiatry / Psychology,Year of my PhD defense:,2012,United Kingdom,D
98,254,False,2024-03-21 14:45:42,R_2PusXeOvbU5UxN9,email,EN,Yes,Yes,Yes,I don't agree,Yes,I rather don't agree,NA,NA,NA,NA,the same / equally,the same / equally,the same / equally,81,85,"sample size,study design,wording of the text","sample size,study design,wording of the text",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,71,62,10,none,none,I don't agree,No,Social Sciences,Year of my PhD defense:,2022,Canada,A
98,726,False,2024-03-21 14:51:25,R_2SGCaQiBdQ5zH86,email,EN,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,less,less,the same / equally,NA,NA,NA,NA,NA,NA,NA,NA,90,90,"study design,hypotheses,information about preregistration,other:","sample size,study design,hypotheses,information about preregistration",I was indifferent about it,NA,NA,NA,NA,NA,29,85,10,the journal where I would like to submit my paper/I have submitted my paper.,the journal where I would like to submit my paper/I have submitted my paper.,I agree,No,Psychiatry / Psychology,Year of my PhD defense:,2008,United States,C
100,223,True,2024-03-21 15:16:00,R_8g0benaDzRpqqK5,email,EN,Yes,No,NA,NA,NA,NA,NA,I rather don't agree,I don't know,I agree,the same / equally,the same / equally,the same / equally,NA,NA,NA,NA,84,84,"sample size,statistical methods,study design,information about deviations from the original plan","research field,study design,wording of the text,hypotheses",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,75,74,"my PI or collaborators.,the funder of my research project.","my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.",I agree,I don't know,Clinical Medicine,I haven't had a PhD defense,-99,United States,B
100,338,True,2024-03-21 15:57:19,R_5GcT8pm5sw8GoPn,email,EN,Yes,Yes,Yes,I don't agree,Yes,I agree,NA,NA,NA,NA,the same / equally,more,more,66,66,"sample size,statistical methods,study design,wording of the text,information about preregistration",other:,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,12,17,"my PI or collaborators.,else:",none,I agree,Yes,Other:,Year of my PhD defense:,2018,United Kingdom,A
100,382,True,2024-03-21 16:38:43,R_7m8ZdTyqNnG5tta,email,EN,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,the same / equally,the same / equally,less,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37,64,"sample size,statistical methods,study design,hypotheses,information about preregistration,information about deviations from the original plan","research field,sample size,statistical methods,study design,hypotheses,information about preregistration,information about deviations from the original plan",I was indifferent about it,82,9,16,"my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.","my PI or collaborators.,the journal where I would like to submit my paper/I have submitted my paper.",I don't agree,Yes,Clinical Medicine,I haven't had a PhD defense,-99,Canada,D
100,687,True,2024-03-21 17:52:38,R_2PF9w3CPJVzRUiO,email,EN,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,the same / equally,the same / equally,more,NA,NA,NA,NA,75,75,"sample size,statistical methods,study design,hypotheses,information about preregistration","statistical methods,study design,wording of the text,hypotheses,information about preregistration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,20,10,my PI or collaborators.,none,I rather agree,Yes,Other:,Year of my PhD defense:,2002,UK,B
100,18366,True,2024-03-21 18:42:49,R_4mXGSJCeYXD2M4o,email,EN,Yes,No,NA,NA,NA,NA,NA,I agree,I agree,I agree,more,the same / equally,the same / equally,NA,NA,NA,NA,NA,NA,NA,NA,71,84,"statistical methods,study design,hypotheses,information about preregistration","statistical methods,information about preregistration,information about deviations from the original plan",I didn't notice it,NA,NA,NA,NA,NA,32,53,76,the journal where I would like to submit my paper/I have submitted my paper.,the journal where I would like to submit my paper/I have submitted my paper.,I don't agree,No,Clinical Medicine,I haven't had a PhD defense,-99,Türkiye,C
100,275,True,2024-03-21 20:13:30,R_4FKYHIrHOq1Dlxw,email,EN,Yes,Yes,No,NA,NA,NA,NA,NA,NA,NA,less,less,less,NA,NA,NA,NA,NA,NA,NA,NA,92,88,"statistical methods,information about deviations from the original plan","research field,information about preregistration",I didn't notice it,NA,NA,NA,NA,NA,31,53,17,my PI or collaborators.,my PI or collaborators.,I agree,Yes,Clinical Medicine,Year of my PhD defense:,2025,India,C
100,497,True,2024-03-21 23:01:46,R_7s65k5nm1w66Z8J,email,EN,Yes,Yes,Yes,I don't agree,Yes,I agree,NA,NA,NA,NA,the same / equally,the same / equally,the same / equally,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,70,100,"sample size,study design,wording of the text,information about preregistration,information about deviations from the original plan","sample size,statistical methods,study design,wording of the text,information about preregistration,information about deviations from the original plan",I was indifferent about it,95,25,50,the journal where I would like to submit my paper/I have submitted my paper.,the journal where I would like to submit my paper/I have submitted my paper.,I rather don't agree,No,Clinical Medicine,Year of my PhD defense:,1998,Canada,D
